customer_id,customer_value,gender,customer_type,age,type_of_travel,class,flight_distance,departure_delay_in_minutes,arrival_delay_in_minutes,time_recovered_in_minutes,time_recovery_status,satisfaction,satisfaction_bool,seat_comfort,leg_room_service,food_and_drink,inflight_entertainment,inflight_wifi_service,cleanliness,products_rating_score,products_rating_percentage,on_board_service,inflight_service,checkin_service,online_boarding,ease_of_online_booking,baggage_handling,gate_location,departure_arrival_time_convenience,services_rating_score,services_rating_percentage
23040,mid,F,disloyal,27,business,eco plus,1080,0,0,0,same,neutral or dissatisfied,False,3.0,1.0,3.0,3.0,3.0,3.0,16.0,53.33,4.0,3.0,3.0,3.0,3.0,3,3.0,3.0,25.0,62.5
21262,mid,F,disloyal,21,business,eco plus,903,35,28,7,recovered,neutral or dissatisfied,False,1.0,5.0,1.0,1.0,4.0,1.0,13.0,43.33,4.0,4.0,1.0,4.0,4.0,3,4.0,3.0,27.0,67.5
119989,mid,F,disloyal,29,business,eco plus,868,0,0,0,same,neutral or dissatisfied,False,3.0,4.0,3.0,3.0,2.0,3.0,18.0,60.0,3.0,3.0,2.0,2.0,2.0,3,4.0,2.0,21.0,52.5
48272,mid,F,disloyal,24,business,eco plus,391,0,0,0,same,neutral or dissatisfied,False,3.0,2.0,3.0,3.0,3.0,3.0,17.0,56.67,5.0,5.0,2.0,3.0,3.0,5,2.0,5.0,30.0,75.0
11534,mid,F,disloyal,62,business,eco plus,316,0,0,0,same,neutral or dissatisfied,False,4.0,1.0,4.0,4.0,4.0,4.0,21.0,70.0,2.0,3.0,2.0,4.0,4.0,4,4.0,4.0,27.0,67.5
114100,mid,M,disloyal,35,business,eco plus,1947,8,13,-5,worsened,neutral or dissatisfied,False,2.0,5.0,5.0,5.0,2.0,5.0,24.0,80.0,4.0,3.0,3.0,2.0,2.0,4,3.0,2.0,23.0,57.5
113790,mid,F,disloyal,17,business,eco plus,258,0,0,0,same,neutral or dissatisfied,False,4.0,2.0,4.0,4.0,1.0,4.0,19.0,63.33,2.0,4.0,4.0,1.0,1.0,4,4.0,,20.0,50.0
2808,mid,F,disloyal,23,business,eco plus,764,0,0,0,same,neutral or dissatisfied,False,2.0,3.0,2.0,2.0,2.0,2.0,13.0,43.33,4.0,1.0,1.0,2.0,2.0,5,4.0,,19.0,47.5
117305,mid,F,disloyal,33,business,eco plus,338,17,8,9,recovered,neutral or dissatisfied,False,1.0,3.0,1.0,1.0,1.0,1.0,8.0,26.67,3.0,2.0,3.0,1.0,1.0,2,3.0,1.0,16.0,40.0
119614,mid,F,disloyal,26,business,eco plus,1979,20,0,20,recovered,neutral or dissatisfied,False,4.0,5.0,4.0,4.0,1.0,4.0,22.0,73.33,2.0,4.0,4.0,1.0,1.0,2,4.0,1.0,19.0,47.5
13766,mid,F,disloyal,36,business,eco plus,401,0,0,0,same,neutral or dissatisfied,False,1.0,1.0,1.0,1.0,2.0,1.0,7.0,23.33,5.0,4.0,2.0,1.0,1.0,5,3.0,1.0,22.0,55.0
117329,mid,F,disloyal,9,business,eco plus,646,4,0,4,recovered,neutral or dissatisfied,False,5.0,2.0,2.0,2.0,2.0,2.0,15.0,50.0,3.0,2.0,1.0,2.0,2.0,3,2.0,2.0,17.0,42.5
33234,mid,F,disloyal,27,business,eco plus,101,0,0,0,same,neutral or dissatisfied,False,1.0,1.0,1.0,1.0,3.0,1.0,8.0,26.67,2.0,4.0,2.0,3.0,3.0,2,3.0,3.0,22.0,55.0
74301,mid,F,disloyal,25,business,eco plus,811,0,0,0,same,neutral or dissatisfied,False,4.0,2.0,5.0,5.0,1.0,5.0,22.0,73.33,2.0,4.0,1.0,1.0,1.0,5,2.0,5.0,21.0,52.5
67968,mid,F,disloyal,38,business,eco plus,1126,20,13,7,recovered,neutral or dissatisfied,False,2.0,3.0,2.0,2.0,2.0,2.0,13.0,43.33,2.0,3.0,3.0,1.0,1.0,4,4.0,1.0,19.0,47.5
7039,mid,F,disloyal,56,business,eco plus,196,1,6,-5,worsened,neutral or dissatisfied,False,2.0,5.0,2.0,2.0,2.0,2.0,15.0,50.0,2.0,4.0,4.0,2.0,2.0,4,3.0,2.0,23.0,57.5
104679,mid,M,disloyal,30,business,eco plus,641,0,0,0,same,neutral or dissatisfied,False,1.0,3.0,1.0,1.0,3.0,1.0,10.0,33.33,2.0,4.0,4.0,3.0,3.0,3,4.0,3.0,26.0,65.0
107214,mid,F,disloyal,33,business,eco plus,402,0,0,0,same,neutral or dissatisfied,False,5.0,5.0,5.0,5.0,2.0,5.0,27.0,90.0,4.0,3.0,3.0,2.0,2.0,3,3.0,2.0,22.0,55.0
67309,mid,F,disloyal,29,business,eco plus,985,22,28,-6,worsened,neutral or dissatisfied,False,1.0,3.0,1.0,1.0,3.0,1.0,10.0,33.33,4.0,3.0,1.0,3.0,3.0,4,3.0,3.0,24.0,60.0
36281,mid,F,disloyal,42,business,eco plus,212,0,0,0,same,neutral or dissatisfied,False,5.0,4.0,5.0,5.0,2.0,5.0,26.0,86.67,3.0,2.0,4.0,2.0,2.0,4,4.0,2.0,23.0,57.5
96554,mid,M,disloyal,17,business,eco plus,302,0,0,0,same,neutral or dissatisfied,False,4.0,5.0,4.0,4.0,3.0,4.0,24.0,80.0,1.0,2.0,3.0,3.0,3.0,1,3.0,,16.0,40.0
75625,mid,F,disloyal,33,business,eco plus,337,4,0,4,recovered,neutral or dissatisfied,False,2.0,5.0,2.0,2.0,3.0,2.0,16.0,53.33,1.0,3.0,4.0,3.0,3.0,3,3.0,3.0,23.0,57.5
63669,mid,M,disloyal,35,business,eco plus,2405,0,0,0,same,neutral or dissatisfied,False,2.0,2.0,2.0,2.0,2.0,2.0,12.0,40.0,2.0,1.0,5.0,2.0,2.0,1,1.0,2.0,16.0,40.0
25548,mid,F,disloyal,34,business,eco plus,481,0,0,0,same,neutral or dissatisfied,False,1.0,1.0,1.0,1.0,4.0,1.0,9.0,30.0,4.0,2.0,4.0,4.0,4.0,5,3.0,4.0,30.0,75.0
23548,mid,F,disloyal,18,business,eco plus,455,27,30,-3,worsened,neutral or dissatisfied,False,4.0,4.0,3.0,3.0,2.0,3.0,19.0,63.33,5.0,4.0,4.0,2.0,2.0,1,4.0,4.0,26.0,65.0
57670,mid,F,disloyal,30,business,eco plus,200,0,0,0,same,neutral or dissatisfied,False,2.0,3.0,4.0,4.0,1.0,4.0,18.0,60.0,2.0,3.0,4.0,1.0,1.0,4,3.0,1.0,19.0,47.5
22526,mid,M,disloyal,30,business,eco plus,143,0,0,0,same,neutral or dissatisfied,False,3.0,5.0,5.0,5.0,3.0,5.0,26.0,86.67,1.0,3.0,3.0,3.0,3.0,1,5.0,3.0,22.0,55.0
40939,mid,F,disloyal,27,business,eco plus,188,14,27,-13,worsened,neutral or dissatisfied,False,1.0,2.0,1.0,1.0,3.0,1.0,9.0,30.0,4.0,4.0,1.0,3.0,3.0,4,3.0,3.0,25.0,62.5
109593,mid,F,disloyal,28,business,eco plus,994,4,9,-5,worsened,neutral or dissatisfied,False,5.0,4.0,5.0,5.0,3.0,5.0,27.0,90.0,3.0,2.0,1.0,3.0,3.0,3,3.0,3.0,21.0,52.5
95493,mid,F,disloyal,27,business,eco plus,562,7,0,7,recovered,neutral or dissatisfied,False,3.0,5.0,3.0,3.0,1.0,3.0,18.0,60.0,4.0,4.0,1.0,1.0,1.0,3,3.0,1.0,18.0,45.0
25420,mid,M,disloyal,22,business,eco plus,590,0,0,0,same,neutral or dissatisfied,False,5.0,5.0,5.0,5.0,4.0,5.0,29.0,96.67,1.0,2.0,1.0,4.0,4.0,2,1.0,2.0,17.0,42.5
121496,mid,F,disloyal,42,business,eco plus,257,0,0,0,same,neutral or dissatisfied,False,2.0,5.0,2.0,2.0,2.0,2.0,15.0,50.0,3.0,4.0,1.0,2.0,2.0,3,3.0,2.0,20.0,50.0
102595,mid,F,disloyal,35,business,eco plus,226,0,0,0,same,neutral or dissatisfied,False,1.0,4.0,1.0,1.0,2.0,1.0,10.0,33.33,3.0,4.0,2.0,2.0,2.0,3,4.0,2.0,22.0,55.0
43151,mid,F,disloyal,59,business,eco plus,173,0,0,0,same,neutral or dissatisfied,False,1.0,2.0,1.0,1.0,2.0,1.0,8.0,26.67,4.0,5.0,1.0,2.0,2.0,5,4.0,2.0,25.0,62.5
91294,mid,F,disloyal,44,business,eco plus,406,0,0,0,same,neutral or dissatisfied,False,1.0,4.0,5.0,5.0,2.0,5.0,22.0,73.33,2.0,3.0,1.0,2.0,2.0,3,4.0,2.0,19.0,47.5
23872,mid,F,disloyal,27,business,eco plus,552,0,0,0,same,neutral or dissatisfied,False,4.0,3.0,2.0,2.0,2.0,2.0,15.0,50.0,1.0,4.0,1.0,2.0,2.0,4,4.0,2.0,20.0,50.0
14474,mid,M,disloyal,32,business,eco plus,674,0,0,0,same,neutral or dissatisfied,False,4.0,5.0,4.0,4.0,2.0,4.0,23.0,76.67,3.0,5.0,2.0,2.0,2.0,3,1.0,2.0,20.0,50.0
43404,mid,F,disloyal,25,business,eco plus,531,0,0,0,same,neutral or dissatisfied,False,2.0,3.0,2.0,2.0,2.0,2.0,13.0,43.33,5.0,4.0,2.0,2.0,2.0,5,4.0,,24.0,60.0
67494,mid,F,disloyal,22,business,eco plus,641,3,0,3,recovered,neutral or dissatisfied,False,5.0,5.0,5.0,5.0,4.0,5.0,29.0,96.67,1.0,4.0,3.0,4.0,4.0,3,4.0,2.0,25.0,62.5
118841,mid,M,disloyal,23,business,eco plus,304,0,0,0,same,neutral or dissatisfied,False,3.0,1.0,3.0,3.0,1.0,3.0,14.0,46.67,3.0,2.0,2.0,1.0,1.0,5,3.0,,17.0,42.5
45384,mid,F,disloyal,35,business,eco plus,175,0,0,0,same,neutral or dissatisfied,False,1.0,2.0,1.0,1.0,1.0,1.0,7.0,23.33,2.0,1.0,1.0,1.0,1.0,2,2.0,1.0,11.0,27.5
75059,mid,F,disloyal,28,business,eco plus,1592,0,1,-1,worsened,neutral or dissatisfied,False,1.0,2.0,1.0,1.0,1.0,1.0,7.0,23.33,2.0,2.0,3.0,1.0,1.0,3,2.0,1.0,15.0,37.5
51355,mid,M,disloyal,43,business,eco plus,308,0,6,-6,worsened,neutral or dissatisfied,False,1.0,4.0,1.0,1.0,3.0,1.0,11.0,36.67,3.0,2.0,3.0,3.0,3.0,1,1.0,3.0,19.0,47.5
37818,mid,M,disloyal,24,business,eco plus,972,0,0,0,same,satisfied,True,3.0,3.0,3.0,3.0,4.0,3.0,19.0,63.33,1.0,3.0,1.0,4.0,4.0,4,4.0,3.0,24.0,60.0
116713,mid,F,disloyal,37,business,eco plus,325,0,0,0,same,neutral or dissatisfied,False,1.0,3.0,1.0,1.0,1.0,1.0,8.0,26.67,3.0,4.0,2.0,,,3,3.0,,15.0,37.5
22651,mid,F,disloyal,38,business,eco plus,223,0,18,-18,worsened,neutral or dissatisfied,False,5.0,3.0,5.0,5.0,1.0,5.0,24.0,80.0,4.0,2.0,4.0,1.0,1.0,3,3.0,1.0,19.0,47.5
47121,mid,F,disloyal,19,business,eco plus,784,0,4,-4,worsened,neutral or dissatisfied,False,4.0,1.0,4.0,4.0,2.0,4.0,19.0,63.33,4.0,4.0,2.0,2.0,2.0,3,4.0,2.0,23.0,57.5
31377,mid,F,disloyal,30,business,eco plus,977,0,0,0,same,satisfied,True,4.0,1.0,4.0,4.0,4.0,4.0,21.0,70.0,2.0,4.0,2.0,4.0,4.0,5,3.0,4.0,28.0,70.0
18106,mid,F,disloyal,36,business,eco plus,610,0,0,0,same,neutral or dissatisfied,False,1.0,1.0,1.0,1.0,1.0,1.0,6.0,20.0,3.0,4.0,4.0,1.0,1.0,3,1.0,1.0,18.0,45.0
22504,mid,F,disloyal,30,business,eco plus,83,0,0,0,same,neutral or dissatisfied,False,3.0,2.0,3.0,3.0,2.0,3.0,16.0,53.33,3.0,1.0,3.0,3.0,3.0,1,1.0,3.0,18.0,45.0
128189,mid,F,disloyal,18,business,eco plus,1849,0,0,0,same,satisfied,True,2.0,1.0,2.0,2.0,4.0,2.0,13.0,43.33,3.0,4.0,4.0,4.0,4.0,1,3.0,,23.0,57.5
34827,mid,F,disloyal,35,business,eco plus,301,0,0,0,same,neutral or dissatisfied,False,3.0,2.0,3.0,3.0,2.0,3.0,16.0,53.33,1.0,2.0,2.0,2.0,2.0,4,5.0,2.0,20.0,50.0
30505,mid,F,disloyal,30,business,eco plus,484,0,0,0,same,neutral or dissatisfied,False,1.0,5.0,1.0,1.0,2.0,1.0,11.0,36.67,2.0,3.0,2.0,2.0,2.0,1,5.0,2.0,19.0,47.5
86558,mid,F,disloyal,30,business,eco plus,760,28,11,17,recovered,neutral or dissatisfied,False,5.0,1.0,5.0,5.0,3.0,5.0,24.0,80.0,2.0,3.0,2.0,3.0,3.0,4,4.0,3.0,24.0,60.0
76729,mid,M,disloyal,38,business,eco plus,116,8,6,2,recovered,neutral or dissatisfied,False,3.0,3.0,3.0,3.0,2.0,3.0,17.0,56.67,2.0,3.0,2.0,2.0,2.0,4,4.0,2.0,21.0,52.5
42924,mid,F,disloyal,37,business,eco plus,628,0,0,0,same,neutral or dissatisfied,False,3.0,4.0,5.0,5.0,3.0,5.0,25.0,83.33,5.0,3.0,4.0,3.0,3.0,5,1.0,3.0,27.0,67.5
52457,mid,F,disloyal,27,business,eco plus,237,0,0,0,same,neutral or dissatisfied,False,5.0,3.0,5.0,5.0,4.0,5.0,27.0,90.0,2.0,5.0,1.0,4.0,4.0,2,2.0,4.0,24.0,60.0
54917,mid,F,disloyal,29,business,eco plus,862,0,0,0,same,neutral or dissatisfied,False,3.0,2.0,1.0,1.0,3.0,1.0,11.0,36.67,4.0,1.0,5.0,3.0,3.0,1,3.0,3.0,23.0,57.5
35903,mid,F,disloyal,23,business,eco plus,937,0,0,0,same,neutral or dissatisfied,False,1.0,1.0,1.0,1.0,1.0,1.0,6.0,20.0,2.0,4.0,4.0,1.0,1.0,4,3.0,2.0,21.0,52.5
25419,mid,F,disloyal,8,business,eco plus,990,5,0,5,recovered,neutral or dissatisfied,False,5.0,3.0,5.0,5.0,3.0,5.0,26.0,86.67,2.0,3.0,4.0,3.0,3.0,4,4.0,2.0,25.0,62.5
24066,mid,M,disloyal,27,business,eco plus,562,0,0,0,same,satisfied,True,3.0,3.0,5.0,5.0,,5.0,21.0,70.0,5.0,1.0,3.0,,,4,1.0,,14.0,35.0
12652,mid,M,disloyal,45,business,eco plus,844,4,0,4,recovered,neutral or dissatisfied,False,2.0,4.0,2.0,2.0,3.0,2.0,15.0,50.0,1.0,1.0,2.0,3.0,3.0,4,3.0,3.0,20.0,50.0
53534,mid,M,disloyal,29,business,eco plus,2358,7,0,7,recovered,neutral or dissatisfied,False,4.0,5.0,4.0,4.0,3.0,4.0,24.0,80.0,3.0,4.0,4.0,3.0,3.0,3,3.0,3.0,26.0,65.0
14727,mid,F,disloyal,36,business,eco plus,419,12,14,-2,worsened,neutral or dissatisfied,False,1.0,4.0,1.0,1.0,2.0,1.0,10.0,33.33,1.0,4.0,4.0,3.0,3.0,4,4.0,3.0,26.0,65.0
12769,mid,M,disloyal,20,business,eco plus,721,0,12,-12,worsened,neutral or dissatisfied,False,4.0,2.0,4.0,4.0,2.0,4.0,20.0,66.67,5.0,1.0,5.0,2.0,2.0,2,1.0,4.0,22.0,55.0
42413,mid,F,disloyal,26,business,eco plus,550,0,0,0,same,satisfied,True,2.0,1.0,2.0,2.0,,2.0,9.0,30.0,3.0,4.0,2.0,,,4,5.0,,18.0,45.0
104067,mid,F,disloyal,25,business,eco plus,1262,0,0,0,same,neutral or dissatisfied,False,5.0,5.0,5.0,5.0,3.0,5.0,28.0,93.33,4.0,1.0,1.0,3.0,3.0,5,3.0,,20.0,50.0
63098,mid,M,disloyal,30,business,eco plus,967,1,0,1,recovered,neutral or dissatisfied,False,3.0,2.0,3.0,3.0,4.0,3.0,18.0,60.0,2.0,4.0,4.0,4.0,4.0,3,4.0,4.0,29.0,72.5
110064,mid,F,disloyal,25,business,eco plus,2039,0,6,-6,worsened,neutral or dissatisfied,False,1.0,5.0,1.0,1.0,2.0,1.0,11.0,36.67,1.0,3.0,4.0,2.0,2.0,2,4.0,3.0,21.0,52.5
24512,mid,F,disloyal,24,business,eco plus,547,0,0,0,same,neutral or dissatisfied,False,1.0,4.0,1.0,1.0,2.0,1.0,10.0,33.33,1.0,4.0,1.0,1.0,1.0,1,2.0,,11.0,27.5
60299,mid,F,disloyal,54,business,eco plus,383,0,7,-7,worsened,neutral or dissatisfied,False,5.0,4.0,3.0,3.0,2.0,3.0,20.0,66.67,3.0,1.0,4.0,2.0,3.0,2,1.0,3.0,19.0,47.5
128993,mid,F,disloyal,36,business,eco plus,236,0,0,0,same,neutral or dissatisfied,False,2.0,1.0,2.0,2.0,3.0,2.0,12.0,40.0,1.0,3.0,3.0,3.0,3.0,4,3.0,3.0,23.0,57.5
117307,mid,M,disloyal,16,business,eco plus,304,0,0,0,same,neutral or dissatisfied,False,1.0,5.0,1.0,1.0,3.0,1.0,12.0,40.0,3.0,3.0,3.0,3.0,3.0,4,3.0,2.0,24.0,60.0
29150,mid,M,disloyal,26,business,eco plus,679,0,0,0,same,neutral or dissatisfied,False,4.0,2.0,4.0,4.0,3.0,4.0,21.0,70.0,2.0,5.0,1.0,4.0,4.0,4,1.0,4.0,25.0,62.5
37788,mid,M,disloyal,30,business,eco plus,989,0,9,-9,worsened,neutral or dissatisfied,False,3.0,1.0,4.0,4.0,4.0,4.0,20.0,66.67,3.0,4.0,2.0,4.0,4.0,4,4.0,4.0,29.0,72.5
123728,mid,F,disloyal,26,business,eco plus,214,0,0,0,same,neutral or dissatisfied,False,2.0,1.0,2.0,2.0,1.0,2.0,10.0,33.33,5.0,3.0,1.0,1.0,1.0,1,1.0,4.0,17.0,42.5
45074,mid,F,disloyal,36,business,eco plus,342,0,5,-5,worsened,neutral or dissatisfied,False,4.0,3.0,3.0,3.0,3.0,3.0,19.0,63.33,4.0,4.0,5.0,3.0,3.0,5,3.0,3.0,30.0,75.0
91840,mid,M,disloyal,34,business,eco plus,588,0,0,0,same,neutral or dissatisfied,False,5.0,1.0,5.0,5.0,3.0,5.0,24.0,80.0,5.0,5.0,3.0,3.0,3.0,5,3.0,3.0,30.0,75.0
17599,mid,F,disloyal,48,business,eco plus,695,34,26,8,recovered,neutral or dissatisfied,False,1.0,5.0,1.0,1.0,3.0,1.0,12.0,40.0,1.0,2.0,1.0,3.0,3.0,4,4.0,3.0,21.0,52.5
29155,mid,F,disloyal,20,business,eco plus,1050,0,5,-5,worsened,neutral or dissatisfied,False,4.0,5.0,4.0,4.0,4.0,4.0,25.0,83.33,1.0,4.0,4.0,4.0,4.0,3,3.0,4.0,27.0,67.5
39336,mid,F,disloyal,17,business,eco plus,160,0,5,-5,worsened,neutral or dissatisfied,False,5.0,1.0,4.0,4.0,3.0,4.0,21.0,70.0,1.0,4.0,2.0,3.0,3.0,4,3.0,4.0,24.0,60.0
35937,mid,F,disloyal,25,business,eco plus,2381,2,10,-8,worsened,neutral or dissatisfied,False,5.0,1.0,5.0,5.0,4.0,5.0,25.0,83.33,5.0,1.0,5.0,4.0,4.0,3,1.0,,23.0,57.5
113812,mid,M,disloyal,37,business,eco plus,197,0,0,0,same,neutral or dissatisfied,False,1.0,4.0,1.0,1.0,1.0,1.0,9.0,30.0,2.0,3.0,3.0,1.0,1.0,3,4.0,1.0,18.0,45.0
122892,mid,F,disloyal,27,business,eco plus,226,0,0,0,same,satisfied,True,1.0,1.0,1.0,1.0,,1.0,5.0,16.67,3.0,3.0,5.0,,,1,3.0,,15.0,37.5
41941,mid,F,disloyal,27,business,eco plus,129,0,6,-6,worsened,neutral or dissatisfied,False,1.0,3.0,1.0,1.0,1.0,1.0,8.0,26.67,3.0,2.0,2.0,1.0,1.0,4,2.0,1.0,16.0,40.0
100078,mid,F,disloyal,37,business,eco plus,220,0,1,-1,worsened,neutral or dissatisfied,False,3.0,3.0,3.0,3.0,3.0,3.0,18.0,60.0,2.0,3.0,4.0,3.0,3.0,3,4.0,3.0,25.0,62.5
95507,mid,F,disloyal,16,business,eco plus,277,19,16,3,recovered,neutral or dissatisfied,False,2.0,2.0,2.0,2.0,2.0,2.0,12.0,40.0,1.0,4.0,1.0,2.0,2.0,3,4.0,2.0,19.0,47.5
96744,mid,F,disloyal,49,business,eco plus,696,22,18,4,recovered,neutral or dissatisfied,False,1.0,3.0,2.0,2.0,3.0,2.0,13.0,43.33,1.0,3.0,2.0,3.0,3.0,3,4.0,3.0,22.0,55.0
38206,mid,F,disloyal,35,business,eco plus,1237,0,0,0,same,neutral or dissatisfied,False,2.0,2.0,2.0,2.0,3.0,2.0,13.0,43.33,3.0,3.0,5.0,3.0,3.0,2,4.0,3.0,26.0,65.0
128995,mid,M,disloyal,27,business,eco plus,414,0,0,0,same,neutral or dissatisfied,False,2.0,2.0,2.0,2.0,2.0,2.0,12.0,40.0,1.0,1.0,3.0,3.0,3.0,3,5.0,3.0,22.0,55.0
60040,mid,F,disloyal,25,business,eco plus,997,5,2,3,recovered,neutral or dissatisfied,False,5.0,2.0,5.0,5.0,4.0,5.0,26.0,86.67,2.0,3.0,4.0,4.0,4.0,3,4.0,4.0,28.0,70.0
112033,mid,F,disloyal,44,business,eco plus,680,0,5,-5,worsened,neutral or dissatisfied,False,3.0,3.0,4.0,4.0,2.0,4.0,20.0,66.67,3.0,2.0,2.0,2.0,2.0,3,3.0,2.0,19.0,47.5
106780,mid,F,disloyal,12,business,eco plus,837,5,0,5,recovered,neutral or dissatisfied,False,2.0,1.0,5.0,5.0,2.0,5.0,20.0,66.67,2.0,3.0,3.0,2.0,2.0,4,4.0,2.0,22.0,55.0
88860,mid,M,disloyal,34,business,eco plus,406,0,0,0,same,neutral or dissatisfied,False,5.0,5.0,4.0,4.0,1.0,4.0,23.0,76.67,4.0,2.0,1.0,1.0,1.0,3,3.0,1.0,16.0,40.0
60188,mid,F,disloyal,23,business,eco plus,1182,0,7,-7,worsened,neutral or dissatisfied,False,5.0,2.0,5.0,5.0,3.0,5.0,25.0,83.33,1.0,3.0,1.0,3.0,3.0,4,3.0,2.0,20.0,50.0
14514,mid,F,disloyal,21,business,eco plus,328,28,18,10,recovered,neutral or dissatisfied,False,5.0,3.0,5.0,5.0,3.0,5.0,26.0,86.67,3.0,4.0,3.0,3.0,3.0,3,4.0,4.0,27.0,67.5
83727,mid,F,disloyal,23,business,eco plus,269,0,11,-11,worsened,neutral or dissatisfied,False,3.0,4.0,3.0,3.0,2.0,3.0,18.0,60.0,1.0,3.0,1.0,2.0,2.0,3,4.0,4.0,20.0,50.0
